district,date,day_of_week,month,is_weekend,is_holiday,holiday_name,holiday_proximity,season,district_type,waste_kg
Santo André,2024-07-20,5,7,1,0,,11,inverno_seco,residential,2784.3
São Bernardo,2024-07-20,5,7,1,0,,11,inverno_seco,industrial,2690.4
Centro,2024-07-21,6,7,1,0,,12,inverno_seco,commercial,3644.4
Bela Vista,2024-07-21,6,7,1,0,,12,inverno_seco,commercial,3588.3
Pinheiros,2024-07-21,6,7,1,0,,12,inverno_seco,commercial,2591.4
Brás,2024-07-21,6,7,1,0,,12,inverno_seco,commercial,3273.9
Liberdade,2024-07-21,6,7,1,0,,12,inverno_seco,commercial,3273.5
Vila Mariana,2024-07-21,6,7,1,0,,12,inverno_seco,residential,2545.6
Mooca,2024-07-21,6,7,1,0,,12,inverno_seco,residential,2695.4
Tatuapé,2024-07-21,6,7,1,0,,12,inverno_seco,residential,3645.5
Santana,2024-07-21,6,7,1,0,,12,inverno_seco,residential,2183.2
Lapa,2024-07-21,6,7,1,0,,12,inverno_seco,residential,2425.5
Butantã,2024-07-21,6,7,1,0,,12,inverno_seco,suburban,1790.6
Vila Madalena,2024-07-21,6,7,1,0,,12,inverno_seco,commercial,3457.6
Santo Amaro,2024-07-21,6,7,1,0,,12,inverno_seco,commercial,3136.4
Itaquera,2024-07-21,6,7,1,0,,12,inverno_seco,residential,3043.7
São Mateus,2024-07-21,6,7,1,0,,12,inverno_seco,suburban,1648.3
Parelheiros,2024-07-21,6,7,1,0,,12,inverno_seco,rural,884.3
Osasco Centro,2024-07-21,6,7,1,0,,12,inverno_seco,commercial,3359.0
Guarulhos Centro,2024-07-21,6,7,1,0,,12,inverno_seco,commercial,3328.4
Santo André,2024-07-21,6,7,1,0,,12,inverno_seco,residential,3114.1
São Bernardo,2024-07-21,6,7,1,0,,12,inverno_seco,industrial,2849.4
Centro,2024-07-22,0,7,0,0,,13,inverno_seco,commercial,4229.5
Bela Vista,2024-07-22,0,7,0,0,,13,inverno_seco,commercial,3544.0
Pinheiros,2024-07-22,0,7,0,0,,13,inverno_seco,commercial,2877.9
Brás,2024-07-22,0,7,0,0,,13,inverno_seco,commercial,3841.3
Liberdade,2024-07-22,0,7,0,0,,13,inverno_seco,commercial,2305.5
Vila Mariana,2024-07-22,0,7,0,0,,13,inverno_seco,residential,2084.7
Mooca,2024-07-22,0,7,0,0,,13,inverno_seco,residential,2122.7
Tatuapé,2024-07-22,0,7,0,0,,13,inverno_seco,residential,2429.9
Santana,2024-07-22,0,7,0,0,,13,inverno_seco,residential,1624.6
Lapa,2024-07-22,0,7,0,0,,13,inverno_seco,residential,2236.4
Butantã,2024-07-22,0,7,0,0,,13,inverno_seco,suburban,1832.2
Vila Madalena,2024-07-22,0,7,0,0,,13,inverno_seco,commercial,2478.3
Santo Amaro,2024-07-22,0,7,0,0,,13,inverno_seco,commercial,2502.1
Itaquera,2024-07-22,0,7,0,0,,13,inverno_seco,residential,2482.8
São Mateus,2024-07-22,0,7,0,0,,13,inverno_seco,suburban,1537.4
Parelheiros,2024-07-22,0,7,0,0,,13,inverno_seco,rural,777.5
Osasco Centro,2024-07-22,0,7,0,0,,13,inverno_seco,commercial,2761.9
Guarulhos Centro,2024-07-22,0,7,0,0,,13,inverno_seco,commercial,2397.6
Santo André,2024-07-22,0,7,0,0,,13,inverno_seco,residential,2322.9
São Bernardo,2024-07-22,0,7,0,0,,13,inverno_seco,industrial,3390.3
Centro,2024-07-23,1,7,0,0,,14,inverno_seco,commercial,4349.4
Bela Vista,2024-07-23,1,7,0,0,,14,inverno_seco,commercial,3272.7
Pinheiros,2024-07-23,1,7,0,0,,14,inverno_seco,commercial,4065.7
Brás,2024-07-23,1,7,0,0,,14,inverno_seco,commercial,2969.9
Liberdade,2024-07-23,1,7,0,0,,14,inverno_seco,commercial,3154.9
Vila Mariana,2024-07-23,1,7,0,0,,14,inverno_seco,residential,2286.7
Mooca,2024-07-23,1,7,0,0,,14,inverno_seco,residential,2385.0
Tatuapé,2024-07-23,1,7,0,0,,14,inverno_seco,residential,2467.4
Santana,2024-07-23,1,7,0,0,,14,inverno_seco,residential,2243.9
Lapa,2024-07-23,1,7,0,0,,14,inverno_seco,residential,1971.9
Butantã,2024-07-23,1,7,0,0,,14,inverno_seco,suburban,1550.5
Vila Madalena,2024-07-23,1,7,0,0,,14,inverno_seco,commercial,3300.7
Santo Amaro,2024-07-23,1,7,0,0,,14,inverno_seco,commercial,3152.5
Itaquera,2024-07-23,1,7,0,0,,14,inverno_seco,residential,2702.0
São Mateus,2024-07-23,1,7,0,0,,14,inverno_seco,suburban,1942.7
Parelheiros,2024-07-23,1,7,0,0,,14,inverno_seco,rural,700.1
Osasco Centro,2024-07-23,1,7,0,0,,14,inverno_seco,commercial,3222.9
Guarulhos Centro,2024-07-23,1,7,0,0,,14,inverno_seco,commercial,3057.1
Santo André,2024-07-23,1,7,0,0,,14,inverno_seco,residential,2497.7
São Bernardo,2024-07-23,1,7,0,0,,14,inverno_seco,industrial,3697.8
Centro,2024-07-24,2,7,0,0,,15,inverno_seco,commercial,3314.3
Bela Vista,2024-07-24,2,7,0,0,,15,inverno_seco,commercial,3238.2
Pinheiros,2024-07-24,2,7,0,0,,15,inverno_seco,commercial,3932.6
Brás,2024-07-24,2,7,0,0,,15,inverno_seco,commercial,4263.8
Liberdade,2024-07-24,2,7,0,0,,15,inverno_seco,commercial,2705.5
Vila Mariana,2024-07-24,2,7,0,0,,15,inverno_seco,residential,2418.6
Mooca,2024-07-24,2,7,0,0,,15,inverno_seco,residential,2085.7
Tatuapé,2024-07-24,2,7,0,0,,15,inverno_seco,residential,2841.9
Santana,2024-07-24,2,7,0,0,,15,inverno_seco,residential,1926.5
Lapa,2024-07-24,2,7,0,0,,15,inverno_seco,residential,2125.5
Butantã,2024-07-24,2,7,0,0,,15,inverno_seco,suburban,2031.6
Vila Madalena,2024-07-24,2,7,0,0,,15,inverno_seco,commercial,2556.9
Santo Amaro,2024-07-24,2,7,0,0,,15,inverno_seco,commercial,3793.8
Itaquera,2024-07-24,2,7,0,0,,15,inverno_seco,residential,2148.6
São Mateus,2024-07-24,2,7,0,0,,15,inverno_seco,suburban,2022.9
Parelheiros,2024-07-24,2,7,0,0,,15,inverno_seco,rural,763.3
Osasco Centro,2024-07-24,2,7,0,0,,15,inverno_seco,commercial,2920.4
Guarulhos Centro,2024-07-24,2,7,0,0,,15,inverno_seco,commercial,2543.8
Santo André,2024-07-24,2,7,0,0,,15,inverno_seco,residential,2399.5
São Bernardo,2024-07-24,2,7,0,0,,15,inverno_seco,industrial,3208.6
Centro,2024-07-25,3,7,0,0,,16,inverno_seco,commercial,3747.3
Bela Vista,2024-07-25,3,7,0,0,,16,inverno_seco,commercial,3513.1
Pinheiros,2024-07-25,3,7,0,0,,16,inverno_seco,commercial,3772.9
Brás,2024-07-25,3,7,0,0,,16,inverno_seco,commercial,3950.0
Liberdade,2024-07-25,3,7,0,0,,16,inverno_seco,commercial,2826.6
Vila Mariana,2024-07-25,3,7,0,0,,16,inverno_seco,residential,2041.1
Mooca,2024-07-25,3,7,0,0,,16,inverno_seco,residential,1933.5
Tatuapé,2024-07-25,3,7,0,0,,16,inverno_seco,residential,2971.5
Santana,2024-07-25,3,7,0,0,,16,inverno_seco,residential,1799.8
Lapa,2024-07-25,3,7,0,0,,16,inverno_seco,residential,2479.0
Butantã,2024-07-25,3,7,0,0,,16,inverno_seco,suburban,1733.9
Vila Madalena,2024-07-25,3,7,0,0,,16,inverno_seco,commercial,2820.8
Santo Amaro,2024-07-25,3,7,0,0,,16,inverno_seco,commercial,3606.5
Itaquera,2024-07-25,3,7,0,0,,16,inverno_seco,residential,3033.7
São Mateus,2024-07-25,3,7,0,0,,16,inverno_seco,suburban,1669.5
Parelheiros,2024-07-25,3,7,0,0,,16,inverno_seco,rural,761.8
Osasco Centro,2024-07-25,3,7,0,0,,16,inverno_seco,commercial,2987.8
Guarulhos Centro,2024-07-25,3,7,0,0,,16,inverno_seco,commercial,3423.4
Santo André,2024-07-25,3,7,0,0,,16,inverno_seco,residential,2809.5
São Bernardo,2024-07-25,3,7,0,0,,16,inverno_seco,industrial,3667.9
Centro,2024-07-26,4,7,0,0,,17,inverno_seco,commercial,4646.1
Bela Vista,2024-07-26,4,7,0,0,,17,inverno_seco,commercial,4573.5
Pinheiros,2024-07-26,4,7,0,0,,17,inverno_seco,commercial,3786.6
Brás,2024-07-26,4,7,0,0,,17,inverno_seco,commercial,4278.0
Liberdade,2024-07-26,4,7,0,0,,17,inverno_seco,commercial,2385.2
Vila Mariana,2024-07-26,4,7,0,0,,17,inverno_seco,residential,1810.4
Mooca,2024-07-26,4,7,0,0,,17,inverno_seco,residential,2421.2
Tatuapé,2024-07-26,4,7,0,0,,17,inverno_seco,residential,2585.3
Santana,2024-07-26,4,7,0,0,,17,inverno_seco,residential,1981.7
Lapa,2024-07-26,4,7,0,0,,17,inverno_seco,residential,2277.4
Butantã,2024-07-26,4,7,0,0,,17,inverno_seco,suburban,1897.2
Vila Madalena,2024-07-26,4,7,0,0,,17,inverno_seco,commercial,3425.8
Santo Amaro,2024-07-26,4,7,0,0,,17,inverno_seco,commercial,3455.1
Itaquera,2024-07-26,4,7,0,0,,17,inverno_seco,residential,2563.8
São Mateus,2024-07-26,4,7,0,0,,17,inverno_seco,suburban,2025.6
Parelheiros,2024-07-26,4,7,0,0,,17,inverno_seco,rural,832.7
Osasco Centro,2024-07-26,4,7,0,0,,17,inverno_seco,commercial,3421.9
Guarulhos Centro,2024-07-26,4,7,0,0,,17,inverno_seco,commercial,3318.6
Santo André,2024-07-26,4,7,0,0,,17,inverno_seco,residential,2503.9
São Bernardo,2024-07-26,4,7,0,0,,17,inverno_seco,industrial,3962.2
Centro,2024-07-27,5,7,1,0,,18,inverno_seco,commercial,3562.4
Bela Vista,2024-07-27,5,7,1,0,,18,inverno_seco,commercial,3475.5
Pinheiros,2024-07-27,5,7,1,0,,18,inverno_seco,commercial,3111.2
Brás,2024-07-27,5,7,1,0,,18,inverno_seco,commercial,2463.9
Liberdade,2024-07-27,5,7,1,0,,18,inverno_seco,commercial,2791.2
Vila Mariana,2024-07-27,5,7,1,0,,18,inverno_seco,residential,2934.2
Mooca,2024-07-27,5,7,1,0,,18,inverno_seco,residential,2397.6
Tatuapé,2024-07-27,5,7,1,0,,18,inverno_seco,residential,2680.1
Santana,2024-07-27,5,7,1,0,,18,inverno_seco,residential,2472.6
Lapa,2024-07-27,5,7,1,0,,18,inverno_seco,residential,2118.3
Butantã,2024-07-27,5,7,1,0,,18,inverno_seco,suburban,1600.9
Vila Madalena,2024-07-27,5,7,1,0,,18,inverno_seco,commercial,3318.8
Santo Amaro,2024-07-27,5,7,1,0,,18,inverno_seco,commercial,2799.6
Itaquera,2024-07-27,5,7,1,0,,18,inverno_seco,residential,2629.3
São Mateus,2024-07-27,5,7,1,0,,18,inverno_seco,suburban,1838.6
Parelheiros,2024-07-27,5,7,1,0,,18,inverno_seco,rural,913.8
Osasco Centro,2024-07-27,5,7,1,0,,18,inverno_seco,commercial,2854.4
Guarulhos Centro,2024-07-27,5,7,1,0,,18,inverno_seco,commercial,3274.7
Santo André,2024-07-27,5,7,1,0,,18,inverno_seco,residential,3399.3
São Bernardo,2024-07-27,5,7,1,0,,18,inverno_seco,industrial,2812.1
Centro,2024-07-28,6,7,1,0,,19,inverno_seco,commercial,3675.8
Bela Vista,2024-07-28,6,7,1,0,,19,inverno_seco,commercial,3085.4
Pinheiros,2024-07-28,6,7,1,0,,19,inverno_seco,commercial,2888.3
Brás,2024-07-28,6,7,1,0,,19,inverno_seco,commercial,2938.5
Liberdade,2024-07-28,6,7,1,0,,19,inverno_seco,commercial,2774.9
Vila Mariana,2024-07-28,6,7,1,0,,19,inverno_seco,residential,2794.6
Mooca,2024-07-28,6,7,1,0,,19,inverno_seco,residential,3187.2
Tatuapé,2024-07-28,6,7,1,0,,19,inverno_seco,residential,2524.4
Santana,2024-07-28,6,7,1,0,,19,inverno_seco,residential,2100.3
Lapa,2024-07-28,6,7,1,0,,19,inverno_seco,residential,2298.6
Butantã,2024-07-28,6,7,1,0,,19,inverno_seco,suburban,2057.9
Vila Madalena,2024-07-28,6,7,1,0,,19,inverno_seco,commercial,3491.0
Santo Amaro,2024-07-28,6,7,1,0,,19,inverno_seco,commercial,3430.3
Itaquera,2024-07-28,6,7,1,0,,19,inverno_seco,residential,2141.4
São Mateus,2024-07-28,6,7,1,0,,19,inverno_seco,suburban,1352.2
Parelheiros,2024-07-28,6,7,1,0,,19,inverno_seco,rural,811.6
Osasco Centro,2024-07-28,6,7,1,0,,19,inverno_seco,commercial,3233.9
Guarulhos Centro,2024-07-28,6,7,1,0,,19,inverno_seco,commercial,2565.0
Santo André,2024-07-28,6,7,1,0,,19,inverno_seco,residential,2010.1
São Bernardo,2024-07-28,6,7,1,0,,19,inverno_seco,industrial,3133.8
Centro,2024-07-29,0,7,0,0,,20,inverno_seco,commercial,3993.8
Bela Vista,2024-07-29,0,7,0,0,,20,inverno_seco,commercial,2980.5
Pinheiros,2024-07-29,0,7,0,0,,20,inverno_seco,commercial,2864.4
Brás,2024-07-29,0,7,0,0,,20,inverno_seco,commercial,3269.3
Liberdade,2024-07-29,0,7,0,0,,20,inverno_seco,commercial,2651.7
Vila Mariana,2024-07-29,0,7,0,0,,20,inverno_seco,residential,2086.4
Mooca,2024-07-29,0,7,0,0,,20,inverno_seco,residential,2198.6
Tatuapé,2024-07-29,0,7,0,0,,20,inverno_seco,residential,1689.3
Santana,2024-07-29,0,7,0,0,,20,inverno_seco,residential,1700.2
Lapa,2024-07-29,0,7,0,0,,20,inverno_seco,residential,1717.0
Butantã,2024-07-29,0,7,0,0,,20,inverno_seco,suburban,1661.8
Vila Madalena,2024-07-29,0,7,0,0,,20,inverno_seco,commercial,2532.4
Santo Amaro,2024-07-29,0,7,0,0,,20,inverno_seco,commercial,3361.9
Itaquera,2024-07-29,0,7,0,0,,20,inverno_seco,residential,1963.0
São Mateus,2024-07-29,0,7,0,0,,20,inverno_seco,suburban,1633.2
Parelheiros,2024-07-29,0,7,0,0,,20,inverno_seco,rural,818.4
Osasco Centro,2024-07-29,0,7,0,0,,20,inverno_seco,commercial,3531.0
Guarulhos Centro,2024-07-29,0,7,0,0,,20,inverno_seco,commercial,2975.8
Santo André,2024-07-29,0,7,0,0,,20,inverno_seco,residential,2531.3
São Bernardo,2024-07-29,0,7,0,0,,20,inverno_seco,industrial,2757.5
Centro,2024-07-30,1,7,0,0,,21,inverno_seco,commercial,2910.2
Bela Vista,2024-07-30,1,7,0,0,,21,inverno_seco,commercial,3934.1
Pinheiros,2024-07-30,1,7,0,0,,21,inverno_seco,commercial,3381.7
Brás,2024-07-30,1,7,0,0,,21,inverno_seco,commercial,4399.0
Liberdade,2024-07-30,1,7,0,0,,21,inverno_seco,commercial,2276.7
Vila Mariana,2024-07-30,1,7,0,0,,21,inverno_seco,residential,2496.6
Mooca,2024-07-30,1,7,0,0,,21,inverno_seco,residential,2646.8
Tatuapé,2024-07-30,1,7,0,0,,21,inverno_seco,residential,2567.1
Santana,2024-07-30,1,7,0,0,,21,inverno_seco,residential,2039.5
Lapa,2024-07-30,1,7,0,0,,21,inverno_seco,residential,2070.1
Butantã,2024-07-30,1,7,0,0,,21,inverno_seco,suburban,1449.3
Vila Madalena,2024-07-30,1,7,0,0,,21,inverno_seco,commercial,3278.7
Santo Amaro,2024-07-30,1,7,0,0,,21,inverno_seco,commercial,2961.7
Itaquera,2024-07-30,1,7,0,0,,21,inverno_seco,residential,2791.3
São Mateus,2024-07-30,1,7,0,0,,21,inverno_seco,suburban,1374.6
Parelheiros,2024-07-30,1,7,0,0,,21,inverno_seco,rural,685.9
Osasco Centro,2024-07-30,1,7,0,0,,21,inverno_seco,commercial,3526.0
Guarulhos Centro,2024-07-30,1,7,0,0,,21,inverno_seco,commercial,3152.9
Santo André,2024-07-30,1,7,0,0,,21,inverno_seco,residential,2980.6
São Bernardo,2024-07-30,1,7,0,0,,21,inverno_seco,industrial,3631.6
Centro,2024-07-31,2,7,0,0,,22,inverno_seco,commercial,3148.6
Bela Vista,2024-07-31,2,7,0,0,,22,inverno_seco,commercial,3954.4
Pinheiros,2024-07-31,2,7,0,0,,22,inverno_seco,commercial,3144.5
Brás,2024-07-31,2,7,0,0,,22,inverno_seco,commercial,4177.1
Liberdade,2024-07-31,2,7,0,0,,22,inverno_seco,commercial,2734.2
Vila Mariana,2024-07-31,2,7,0,0,,22,inverno_seco,residential,1914.8
Mooca,2024-07-31,2,7,0,0,,22,inverno_seco,residential,2204.6
Tatuapé,2024-07-31,2,7,0,0,,22,inverno_seco,residential,3088.1
Santana,2024-07-31,2,7,0,0,,22,inverno_seco,residential,2090.8
Lapa,2024-07-31,2,7,0,0,,22,inverno_seco,residential,2053.7
Butantã,2024-07-31,2,7,0,0,,22,inverno_seco,suburban,2016.5
Vila Madalena,2024-07-31,2,7,0,0,,22,inverno_seco,commercial,2891.3
Santo Amaro,2024-07-31,2,7,0,0,,22,inverno_seco,commercial,3276.4
Itaquera,2024-07-31,2,7,0,0,,22,inverno_seco,residential,2287.2
São Mateus,2024-07-31,2,7,0,0,,22,inverno_seco,suburban,1739.5
Parelheiros,2024-07-31,2,7,0,0,,22,inverno_seco,rural,898.3
Osasco Centro,2024-07-31,2,7,0,0,,22,inverno_seco,commercial,2706.2
Guarulhos Centro,2024-07-31,2,7,0,0,,22,inverno_seco,commercial,3852.4
Santo André,2024-07-31,2,7,0,0,,22,inverno_seco,residential,2510.1
São Bernardo,2024-07-31,2,7,0,0,,22,inverno_seco,industrial,3275.5
Centro,2024-08-01,3,8,0,0,,23,inverno_seco,commercial,4622.2
Bela Vista,2024-08-01,3,8,0,0,,23,inverno_seco,commercial,3522.5
Pinheiros,2024-08-01,3,8,0,0,,23,inverno_seco,commercial,3771.0
Brás,2024-08-01,3,8,0,0,,23,inverno_seco,commercial,3798.2
Liberdade,2024-08-01,3,8,0,0,,23,inverno_seco,commercial,2764.0
Vila Mariana,2024-08-01,3,8,0,0,,23,inverno_seco,residential,2542.1
Mooca,2024-08-01,3,8,0,0,,23,inverno_seco,residential,2285.1
Tatuapé,2024-08-01,3,8,0,0,,23,inverno_seco,residential,1898.3
Santana,2024-08-01,3,8,0,0,,23,inverno_seco,residential,1744.7
Lapa,2024-08-01,3,8,0,0,,23,inverno_seco,residential,2347.5
Butantã,2024-08-01,3,8,0,0,,23,inverno_seco,suburban,1795.1
Vila Madalena,2024-08-01,3,8,0,0,,23,inverno_seco,commercial,2699.0
Santo Amaro,2024-08-01,3,8,0,0,,23,inverno_seco,commercial,2731.9
Itaquera,2024-08-01,3,8,0,0,,23,inverno_seco,residential,2339.7
São Mateus,2024-08-01,3,8,0,0,,23,inverno_seco,suburban,1308.8
Parelheiros,2024-08-01,3,8,0,0,,23,inverno_seco,rural,806.1
Osasco Centro,2024-08-01,3,8,0,0,,23,inverno_seco,commercial,2851.4
Guarulhos Centro,2024-08-01,3,8,0,0,,23,inverno_seco,commercial,2970.3
Santo André,2024-08-01,3,8,0,0,,23,inverno_seco,residential,2570.8
São Bernardo,2024-08-01,3,8,0,0,,23,inverno_seco,industrial,3907.5
Centro,2024-08-02,4,8,0,0,,24,inverno_seco,commercial,5526.4
Bela Vista,2024-08-02,4,8,0,0,,24,inverno_seco,commercial,3195.2
Pinheiros,2024-08-02,4,8,0,0,,24,inverno_seco,commercial,4212.4
Brás,2024-08-02,4,8,0,0,,24,inverno_seco,commercial,4703.3
Liberdade,2024-08-02,4,8,0,0,,24,inverno_seco,commercial,2700.4
Vila Mariana,2024-08-02,4,8,0,0,,24,inverno_seco,residential,2630.6
Mooca,2024-08-02,4,8,0,0,,24,inverno_seco,residential,2232.8
Tatuapé,2024-08-02,4,8,0,0,,24,inverno_seco,residential,2730.2
Santana,2024-08-02,4,8,0,0,,24,inverno_seco,residential,2547.8
Lapa,2024-08-02,4,8,0,0,,24,inverno_seco,residential,2424.1
Butantã,2024-08-02,4,8,0,0,,24,inverno_seco,suburban,2070.8
Vila Madalena,2024-08-02,4,8,0,0,,24,inverno_seco,commercial,2922.5
Santo Amaro,2024-08-02,4,8,0,0,,24,inverno_seco,commercial,2870.5
Itaquera,2024-08-02,4,8,0,0,,24,inverno_seco,residential,2804.2
São Mateus,2024-08-02,4,8,0,0,,24,inverno_seco,suburban,2116.7
Parelheiros,2024-08-02,4,8,0,0,,24,inverno_seco,rural,713.1
Osasco Centro,2024-08-02,4,8,0,0,,24,inverno_seco,commercial,2870.9
Guarulhos Centro,2024-08-02,4,8,0,0,,24,inverno_seco,commercial,3649.7
Santo André,2024-08-02,4,8,0,0,,24,inverno_seco,residential,2445.7
São Bernardo,2024-08-02,4,8,0,0,,24,inverno_seco,industrial,3625.1
Centro,2024-08-03,5,8,1,0,,25,inverno_seco,commercial,3448.0
Bela Vista,2024-08-03,5,8,1,0,,25,inverno_seco,commercial,2806.2
Pinheiros,2024-08-03,5,8,1,0,,25,inverno_seco,commercial,2899.4
Brás,2024-08-03,5,8,1,0,,25,inverno_seco,commercial,3500.0
Liberdade,2024-08-03,5,8,1,0,,25,inverno_seco,commercial,2535.0
Vila Mariana,2024-08-03,5,8,1,0,,25,inverno_seco,residential,2211.4
Mooca,2024-08-03,5,8,1,0,,25,inverno_seco,residential,2347.2
Tatuapé,2024-08-03,5,8,1,0,,25,inverno_seco,residential,3068.2
Santana,2024-08-03,5,8,1,0,,25,inverno_seco,residential,2204.6
Lapa,2024-08-03,5,8,1,0,,25,inverno_seco,residential,2233.6
Butantã,2024-08-03,5,8,1,0,,25,inverno_seco,suburban,2017.1
Vila Madalena,2024-08-03,5,8,1,0,,25,inverno_seco,commercial,2732.0
Santo Amaro,2024-08-03,5,8,1,0,,25,inverno_seco,commercial,3215.7
Itaquera,2024-08-03,5,8,1,0,,25,inverno_seco,residential,3177.2
São Mateus,2024-08-03,5,8,1,0,,25,inverno_seco,suburban,1823.9
Parelheiros,2024-08-03,5,8,1,0,,25,inverno_seco,rural,987.7
Osasco Centro,2024-08-03,5,8,1,0,,25,inverno_seco,commercial,2523.5
Guarulhos Centro,2024-08-03,5,8,1,0,,25,inverno_seco,commercial,3662.2
Santo André,2024-08-03,5,8,1,0,,25,inverno_seco,residential,2904.1
São Bernardo,2024-08-03,5,8,1,0,,25,inverno_seco,industrial,2874.2
Centro,2024-08-04,6,8,1,0,,26,inverno_seco,commercial,3624.0
Bela Vista,2024-08-04,6,8,1,0,,26,inverno_seco,commercial,3313.0
Pinheiros,2024-08-04,6,8,1,0,,26,inverno_seco,commercial,3764.0
Brás,2024-08-04,6,8,1,0,,26,inverno_seco,commercial,2810.5
Liberdade,2024-08-04,6,8,1,0,,26,inverno_seco,commercial,2731.6
Vila Mariana,2024-08-04,6,8,1,0,,26,inverno_seco,residential,3076.2
Mooca,2024-08-04,6,8,1,0,,26,inverno_seco,residential,2357.7
Tatuapé,2024-08-04,6,8,1,0,,26,inverno_seco,residential,3125.3
Santana,2024-08-04,6,8,1,0,,26,inverno_seco,residential,2718.4
Lapa,2024-08-04,6,8,1,0,,26,inverno_seco,residential,2251.4
Butantã,2024-08-04,6,8,1,0,,26,inverno_seco,suburban,2170.5
Vila Madalena,2024-08-04,6,8,1,0,,26,inverno_seco,commercial,2977.5
Santo Amaro,2024-08-04,6,8,1,0,,26,inverno_seco,commercial,3310.4
Itaquera,2024-08-04,6,8,1,0,,26,inverno_seco,residential,3110.1
São Mateus,2024-08-04,6,8,1,0,,26,inverno_seco,suburban,2027.0
Parelheiros,2024-08-04,6,8,1,0,,26,inverno_seco,rural,813.0
Osasco Centro,2024-08-04,6,8,1,0,,26,inverno_seco,commercial,2336.7
Guarulhos Centro,2024-08-04,6,8,1,0,,26,inverno_seco,commercial,3420.4
Santo André,2024-08-04,6,8,1,0,,26,inverno_seco,residential,2145.2
São Bernardo,2024-08-04,6,8,1,0,,26,inverno_seco,industrial,2881.1
Centro,2024-08-05,0,8,0,0,,27,inverno_seco,commercial,4410.5
Bela Vista,2024-08-05,0,8,0,0,,27,inverno_seco,commercial,3582.7
Pinheiros,2024-08-05,0,8,0,0,,27,inverno_seco,commercial,4093.5
Brás,2024-08-05,0,8,0,0,,27,inverno_seco,commercial,4243.4
Liberdade,2024-08-05,0,8,0,0,,27,inverno_seco,commercial,2462.9
Vila Mariana,2024-08-05,0,8,0,0,,27,inverno_seco,residential,2311.6
Mooca,2024-08-05,0,8,0,0,,27,inverno_seco,residential,2107.6
Tatuapé,2024-08-05,0,8,0,0,,27,inverno_seco,residential,1941.2
Santana,2024-08-05,0,8,0,0,,27,inverno_seco,residential,1717.0
Lapa,2024-08-05,0,8,0,0,,27,inverno_seco,residential,1891.1
Butantã,2024-08-05,0,8,0,0,,27,inverno_seco,suburban,1323.2
Vila Madalena,2024-08-05,0,8,0,0,,27,inverno_seco,commercial,2780.6
Santo Amaro,2024-08-05,0,8,0,0,,27,inverno_seco,commercial,3039.8
Itaquera,2024-08-05,0,8,0,0,,27,inverno_seco,residential,2062.5
São Mateus,2024-08-05,0,8,0,0,,27,inverno_seco,suburban,1739.3
Parelheiros,2024-08-05,0,8,0,0,,27,inverno_seco,rural,850.7
Osasco Centro,2024-08-05,0,8,0,0,,27,inverno_seco,commercial,3029.5
Guarulhos Centro,2024-08-05,0,8,0,0,,27,inverno_seco,commercial,3100.2
Santo André,2024-08-05,0,8,0,0,,27,inverno_seco,residential,2664.9
São Bernardo,2024-08-05,0,8,0,0,,27,inverno_seco,industrial,3887.6
Centro,2024-08-06,1,8,0,0,,28,inverno_seco,commercial,4280.3
Bela Vista,2024-08-06,1,8,0,0,,28,inverno_seco,commercial,3287.0
Pinheiros,2024-08-06,1,8,0,0,,28,inverno_seco,commercial,3570.7
Brás,2024-08-06,1,8,0,0,,28,inverno_seco,commercial,4500.6
Liberdade,2024-08-06,1,8,0,0,,28,inverno_seco,commercial,2584.7
Vila Mariana,2024-08-06,1,8,0,0,,28,inverno_seco,residential,3004.2
Mooca,2024-08-06,1,8,0,0,,28,inverno_seco,residential,2068.7
Tatuapé,2024-08-06,1,8,0,0,,28,inverno_seco,residential,2505.7
Santana,2024-08-06,1,8,0,0,,28,inverno_seco,residential,1853.3
Lapa,2024-08-06,1,8,0,0,,28,inverno_seco,residential,2168.6
Butantã,2024-08-06,1,8,0,0,,28,inverno_seco,suburban,1442.7
Vila Madalena,2024-08-06,1,8,0,0,,28,inverno_seco,commercial,2691.3
Santo Amaro,2024-08-06,1,8,0,0,,28,inverno_seco,commercial,2836.2
Itaquera,2024-08-06,1,8,0,0,,28,inverno_seco,residential,2731.7
São Mateus,2024-08-06,1,8,0,0,,28,inverno_seco,suburban,1934.2
Parelheiros,2024-08-06,1,8,0,0,,28,inverno_seco,rural,879.3
Osasco Centro,2024-08-06,1,8,0,0,,28,inverno_seco,commercial,2211.8
Guarulhos Centro,2024-08-06,1,8,0,0,,28,inverno_seco,commercial,4183.4
Santo André,2024-08-06,1,8,0,0,,28,inverno_seco,residential,2683.8
São Bernardo,2024-08-06,1,8,0,0,,28,inverno_seco,industrial,3395.1
Centro,2024-08-07,2,8,0,0,,29,inverno_seco,commercial,4205.8
Bela Vista,2024-08-07,2,8,0,0,,29,inverno_seco,commercial,3725.1
Pinheiros,2024-08-07,2,8,0,0,,29,inverno_seco,commercial,3179.4
Brás,2024-08-07,2,8,0,0,,29,inverno_seco,commercial,4029.5
Liberdade,2024-08-07,2,8,0,0,,29,inverno_seco,commercial,2581.1
Vila Mariana,2024-08-07,2,8,0,0,,29,inverno_seco,residential,2283.5
Mooca,2024-08-07,2,8,0,0,,29,inverno_seco,residential,2026.2
